_1,_2
verdade.,11
SP.,11
apoiadores,11
100%,11
Mobile,11
Desde,11
recusou,11
Eita,11
MEU,11
anúncio,11
votarem,11
mesmas,11
ó,11
explicar,11
dão,11
xingar,11
melhor!,11
🔫,11
Qdo,11
poder.,11
denúncia,11
superior,11
passeata,11
Vendo,11
passado.,11
ofensas,11
Alemanha,11
nossos,11
musica,11
risos,11
votarão,11
votaram,11
serão,11
valorização,11
várias,11
Nova,11
comentários,11
parou,11
Taca-lhe,11
daí,11
esquerda,11
dado,11
recebendo,11
preocupado,11
the,11
anta,11
9,11
esqueceu,11
injúria,11
Pimentel,11
artistas,11
falar.,11
merda.,11
votação,11
Toda,11
conivente,11
mau,11
sbt,11
😁,11
põe,11
receber,11
jogou,11
conversa,11
"\"Não",11
trabalhadores,11
morava,11
presta,11
aprender,11
sarcástico,11
feira,11
quebrou,11
luta,11
alto,11
dormir.,11
Lá,11
NO,11
ne?,11
"mal,",11
MAIS,11
avisa,11
preso,11
never,11
inteligência,11
@joaopaulom,11
Centro,11
